
---------- Begin Simulation Statistics ----------
simSeconds                                   0.006886                       # Number of seconds simulated (Second)
simTicks                                   6885933000                       # Number of ticks simulated (Tick)
finalTick                                  6885933000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                     33.08                       # Real time elapsed on the host (Second)
hostTickRate                                208167476                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    1208152                       # Number of bytes of host memory used (Byte)
simInsts                                     12027155                       # Number of instructions simulated (Count)
simOps                                       12150247                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   363590                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     367311                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                          6885935                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.572532                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.746626                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                        16290514                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                    16248                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                       15302154                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                   9933                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined              4156514                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined           1921693                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                1634                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples             6802550                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               2.249473                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.001721                       # Number of insts issued each cycle (Count)
system.cpu.fetchStats0.fetchRate             2.607403                       # Number of inst fetches per cycle ((Count/Cycle))
system.cpu.fetchStats0.numBranches            3165135                       # Number of branches fetched (Count)
system.cpu.fetchStats0.branchRate            0.459652                       # Number of branch fetches per cycle (Ratio)
system.cpu.fetchStats0.icacheStallCycles      2350234                       # ICache total stall cycles (Cycle)
system.cpu.fetchStats0.numFetchSuspends             0                       # Number of times Execute suspended instruction fetching (Count)
system.cpu.ftq.inserts                              0                       # The number of FTQ insertions (Count)
system.cpu.ftq.removals                             0                       # The number of FTQ removals. Not including squashes (Count)
system.cpu.ftq.squashes                             0                       # The number of FTQ squashes (Count)
system.cpu.ftq.locks                                0                       # The number of times the FTQ got locked. (Count)
system.cpu.ftq.occupancy::samples                   0                       # Distribution of the FTQ occupation. (Count)
system.cpu.ftq.occupancy::mean                    nan                       # Distribution of the FTQ occupation. (Count)
system.cpu.ftq.occupancy::stdev                   nan                       # Distribution of the FTQ occupation. (Count)
system.cpu.ftq.occupancy::underflows                0                       # Distribution of the FTQ occupation. (Count)
system.cpu.ftq.occupancy::0-3                       0                       # Distribution of the FTQ occupation. (Count)
system.cpu.ftq.occupancy::4-7                       0                       # Distribution of the FTQ occupation. (Count)
system.cpu.ftq.occupancy::8                         0                       # Distribution of the FTQ occupation. (Count)
system.cpu.ftq.occupancy::overflows                 0                       # Distribution of the FTQ occupation. (Count)
system.cpu.ftq.occupancy::min_value                 0                       # Distribution of the FTQ occupation. (Count)
system.cpu.ftq.occupancy::max_value                 0                       # Distribution of the FTQ occupation. (Count)
system.cpu.ftq.occupancy::total                     0                       # Distribution of the FTQ occupation. (Count)
system.cpu.icache.demandHits::cpu.inst        2142474                       # number of demand (read+write) hits (Count)
system.cpu.icache.demandHits::total           2142474                       # number of demand (read+write) hits (Count)
system.cpu.icache.overallHits::cpu.inst       2142474                       # number of overall hits (Count)
system.cpu.icache.overallHits::total          2142474                       # number of overall hits (Count)
system.cpu.icache.demandMisses::cpu.inst         8193                       # number of demand (read+write) misses (Count)
system.cpu.icache.demandMisses::total            8193                       # number of demand (read+write) misses (Count)
system.cpu.icache.overallMisses::cpu.inst         8193                       # number of overall misses (Count)
system.cpu.icache.overallMisses::total           8193                       # number of overall misses (Count)
system.cpu.icache.demandMissLatency::cpu.inst    342771000                       # number of demand (read+write) miss ticks (Tick)
system.cpu.icache.demandMissLatency::total    342771000                       # number of demand (read+write) miss ticks (Tick)
system.cpu.icache.overallMissLatency::cpu.inst    342771000                       # number of overall miss ticks (Tick)
system.cpu.icache.overallMissLatency::total    342771000                       # number of overall miss ticks (Tick)
system.cpu.icache.demandAccesses::cpu.inst      2150667                       # number of demand (read+write) accesses (Count)
system.cpu.icache.demandAccesses::total       2150667                       # number of demand (read+write) accesses (Count)
system.cpu.icache.overallAccesses::cpu.inst      2150667                       # number of overall (read+write) accesses (Count)
system.cpu.icache.overallAccesses::total      2150667                       # number of overall (read+write) accesses (Count)
system.cpu.icache.demandMissRate::cpu.inst     0.003810                       # miss rate for demand accesses (Ratio)
system.cpu.icache.demandMissRate::total      0.003810                       # miss rate for demand accesses (Ratio)
system.cpu.icache.overallMissRate::cpu.inst     0.003810                       # miss rate for overall accesses (Ratio)
system.cpu.icache.overallMissRate::total     0.003810                       # miss rate for overall accesses (Ratio)
system.cpu.icache.demandAvgMissLatency::cpu.inst 41837.056023                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.icache.demandAvgMissLatency::total 41837.056023                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.icache.overallAvgMissLatency::cpu.inst 41837.056023                       # average overall miss latency ((Tick/Count))
system.cpu.icache.overallAvgMissLatency::total 41837.056023                       # average overall miss latency ((Tick/Count))
system.cpu.icache.blockedCycles::no_mshrs          378                       # number of cycles access was blocked (Cycle)
system.cpu.icache.blockedCycles::no_wbuffers            0                       # number of cycles access was blocked (Cycle)
system.cpu.icache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu.icache.blockedCauses::no_mshrs           10                       # number of times access was blocked (Count)
system.cpu.icache.blockedCauses::no_wbuffers            0                       # number of times access was blocked (Count)
system.cpu.icache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu.icache.avgBlocked::no_mshrs      37.800000                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.icache.avgBlocked::no_wbuffers          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.icache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.icache.demandMshrHits::cpu.inst         1223                       # number of demand (read+write) MSHR hits (Count)
system.cpu.icache.demandMshrHits::total          1223                       # number of demand (read+write) MSHR hits (Count)
system.cpu.icache.overallMshrHits::cpu.inst         1223                       # number of overall MSHR hits (Count)
system.cpu.icache.overallMshrHits::total         1223                       # number of overall MSHR hits (Count)
system.cpu.icache.demandMshrMisses::cpu.inst         6970                       # number of demand (read+write) MSHR misses (Count)
system.cpu.icache.demandMshrMisses::total         6970                       # number of demand (read+write) MSHR misses (Count)
system.cpu.icache.overallMshrMisses::cpu.inst         6970                       # number of overall MSHR misses (Count)
system.cpu.icache.overallMshrMisses::total         6970                       # number of overall MSHR misses (Count)
system.cpu.icache.demandMshrMissLatency::cpu.inst    286584000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.icache.demandMshrMissLatency::total    286584000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.icache.overallMshrMissLatency::cpu.inst    286584000                       # number of overall MSHR miss ticks (Tick)
system.cpu.icache.overallMshrMissLatency::total    286584000                       # number of overall MSHR miss ticks (Tick)
system.cpu.icache.demandMshrMissRate::cpu.inst     0.003241                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.icache.demandMshrMissRate::total     0.003241                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.icache.overallMshrMissRate::cpu.inst     0.003241                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.icache.overallMshrMissRate::total     0.003241                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.icache.demandAvgMshrMissLatency::cpu.inst 41116.786227                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.demandAvgMshrMissLatency::total 41116.786227                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.overallAvgMshrMissLatency::cpu.inst 41116.786227                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.overallAvgMshrMissLatency::total 41116.786227                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.replacements                   6458                       # number of replacements (Count)
system.cpu.icache.ReadReq.hits::cpu.inst      2142474                       # number of ReadReq hits (Count)
system.cpu.icache.ReadReq.hits::total         2142474                       # number of ReadReq hits (Count)
system.cpu.icache.ReadReq.misses::cpu.inst         8193                       # number of ReadReq misses (Count)
system.cpu.icache.ReadReq.misses::total          8193                       # number of ReadReq misses (Count)
system.cpu.icache.ReadReq.missLatency::cpu.inst    342771000                       # number of ReadReq miss ticks (Tick)
system.cpu.icache.ReadReq.missLatency::total    342771000                       # number of ReadReq miss ticks (Tick)
system.cpu.icache.ReadReq.accesses::cpu.inst      2150667                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu.icache.ReadReq.accesses::total      2150667                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu.icache.ReadReq.missRate::cpu.inst     0.003810                       # miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.missRate::total     0.003810                       # miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.avgMissLatency::cpu.inst 41837.056023                       # average ReadReq miss latency ((Tick/Count))
system.cpu.icache.ReadReq.avgMissLatency::total 41837.056023                       # average ReadReq miss latency ((Tick/Count))
system.cpu.icache.ReadReq.mshrHits::cpu.inst         1223                       # number of ReadReq MSHR hits (Count)
system.cpu.icache.ReadReq.mshrHits::total         1223                       # number of ReadReq MSHR hits (Count)
system.cpu.icache.ReadReq.mshrMisses::cpu.inst         6970                       # number of ReadReq MSHR misses (Count)
system.cpu.icache.ReadReq.mshrMisses::total         6970                       # number of ReadReq MSHR misses (Count)
system.cpu.icache.ReadReq.mshrMissLatency::cpu.inst    286584000                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu.icache.ReadReq.mshrMissLatency::total    286584000                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu.icache.ReadReq.mshrMissRate::cpu.inst     0.003241                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.mshrMissRate::total     0.003241                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.avgMshrMissLatency::cpu.inst 41116.786227                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu.icache.ReadReq.avgMshrMissLatency::total 41116.786227                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu.icache.power_state.pwrStateResidencyTicks::UNDEFINED   6885933000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.icache.tags.tagsInUse           505.869486                       # Average ticks per tags in use ((Tick/Count))
system.cpu.icache.tags.totalRefs              2149444                       # Total number of references to valid blocks. (Count)
system.cpu.icache.tags.sampledRefs               6970                       # Sample count of references to valid blocks. (Count)
system.cpu.icache.tags.avgRefs             308.385079                       # Average number of references to valid blocks. ((Count/Count))
system.cpu.icache.tags.warmupTick              106000                       # The tick when the warmup percentage was hit. (Tick)
system.cpu.icache.tags.occupancies::cpu.inst   505.869486                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu.icache.tags.avgOccs::cpu.inst     0.988026                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.icache.tags.avgOccs::total        0.988026                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.icache.tags.occupanciesTaskId::1024          512                       # Occupied blocks per task id (Count)
system.cpu.icache.tags.ageTaskId_1024::0          111                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ageTaskId_1024::1           20                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ageTaskId_1024::3          381                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ratioOccsTaskId::1024            1                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu.icache.tags.tagAccesses            8609638                       # Number of tag accesses (Count)
system.cpu.icache.tags.dataAccesses           8609638                       # Number of data accesses (Count)
system.cpu.icache.tags.power_state.pwrStateResidencyTicks::UNDEFINED   6885933000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.iew.dispatchStatus::running        6507201     95.66%     95.66% # Number of cycles dispatch is running (Cycle)
system.cpu.iew.dispatchStatus::blocked         139474      2.05%     97.71% # Number of cycles dispatch is blocked (Cycle)
system.cpu.iew.dispatchStatus::squashing       133547      1.96%     99.67% # Number of cycles dispatch is squashing (Cycle)
system.cpu.iew.dispatchStatus::unblocking        22328      0.33%    100.00% # Number of cycles dispatch is unblocking (Cycle)
system.cpu.iew.dispatchedInsts               16306762                       # Number of instructions dispatched to IQ (Count)
system.cpu.iew.dispSquashedInsts               399870                       # Number of squashed instructions skipped by dispatch (Count)
system.cpu.iew.dispLoadInsts                  3203555                       # Number of dispatched load instructions (Count)
system.cpu.iew.dispStoreInsts                 1228877                       # Number of dispatched store instructions (Count)
system.cpu.iew.dispNonSpecInsts                 13125                       # Number of dispatched non-speculative instructions (Count)
system.cpu.iew.iqFullEvents                      7143                       # Number of times the IQ has become full, causing a stall (Count)
system.cpu.iew.lsqFullEvents                    10236                       # Number of times the LSQ has become full, causing a stall (Count)
system.cpu.iew.memOrderViolationEvents           2948                       # Number of memory order violations (Count)
system.cpu.iew.predictedTakenIncorrect          58649                       # Number of branches that were predicted taken incorrectly (Count)
system.cpu.iew.predictedNotTakenIncorrect        81995                       # Number of branches that were predicted not taken incorrectly (Count)
system.cpu.iew.branchMispredicts               140644                       # Number of branch mispredicts detected at execute (Count)
system.cpu.iew.instsToCommit                 14726849                       # Cumulative count of insts sent to commit (Count)
system.cpu.iew.writebackCount                14721420                       # Cumulative count of insts written-back (Count)
system.cpu.iew.producerInst                   9238125                       # Number of instructions producing a value (Count)
system.cpu.iew.consumerInst                  11933201                       # Number of instructions consuming a value (Count)
system.cpu.iew.wbRate                        2.137897                       # Insts written-back per cycle ((Count/Cycle))
system.cpu.iew.wbFanout                      0.774153                       # Average fanout of values written-back ((Count/Count))
system.cpu.lsq0.forwLoads                      152661                       # Number of loads that had data forwarded from stores (Count)
system.cpu.lsq0.squashedLoads                  706670                       # Number of loads squashed (Count)
system.cpu.lsq0.ignoredResponses                 4971                       # Number of memory responses ignored because the instruction is squashed (Count)
system.cpu.lsq0.memOrderViolation                2948                       # Number of memory ordering violations (Count)
system.cpu.lsq0.squashedStores                 264600                       # Number of stores squashed (Count)
system.cpu.lsq0.rescheduledLoads                 5491                       # Number of loads that were rescheduled (Count)
system.cpu.lsq0.blockedByCache                    184                       # Number of times an access to memory failed due to the cache being blocked (Count)
system.cpu.lsq0.loadToUse::samples            2496885                       # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::mean              4.277218                       # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::stdev             9.936424                       # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::0-9                2464340     98.70%     98.70% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::10-19                 3828      0.15%     98.85% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::20-29                 3110      0.12%     98.97% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::30-39                  236      0.01%     98.98% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::40-49                  504      0.02%     99.00% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::50-59                 1340      0.05%     99.06% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::60-69                 3878      0.16%     99.21% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::70-79                 1748      0.07%     99.28% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::80-89                 6884      0.28%     99.56% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::90-99                 9132      0.37%     99.92% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::100-109                902      0.04%     99.96% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::110-119                364      0.01%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::120-129                 77      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::130-139                 14      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::140-149                  2      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::150-159                  4      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::160-169                  7      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::170-179                  2      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::180-189                  7      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::190-199                  4      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::200-209                  4      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::220-229                  4      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::230-239                  2      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::240-249                  1      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::250-259                  6      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::260-269                  3      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::270-279                  9      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::280-289                 15      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::290-299                  8      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::overflows              450      0.02%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::min_value                2                       # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::max_value              474                       # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::total              2496885                       # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.addedLoadsAndStores           4432432                       # Number of loads and stores written to the Load Store Queue (Count)
system.cpu.lsq0.lqAvgOccupancy                   0.19                       # Average LQ Occupancy (UsedSlots/TotalSlots) (Ratio)
system.cpu.lsq0.sqAvgOccupancy                   0.09                       # Average SQ Occupancy (UsedSlots/TotalSlots) (Ratio)
system.cpu.mmu.dtb.readHits                         0                       # read hits (Count)
system.cpu.mmu.dtb.readMisses                       0                       # read misses (Count)
system.cpu.mmu.dtb.readAccesses                     0                       # read accesses (Count)
system.cpu.mmu.dtb.writeHits                        0                       # write hits (Count)
system.cpu.mmu.dtb.writeMisses                      0                       # write misses (Count)
system.cpu.mmu.dtb.writeAccesses                    0                       # write accesses (Count)
system.cpu.mmu.dtb.hits                             0                       # Total TLB (read and write) hits (Count)
system.cpu.mmu.dtb.misses                           0                       # Total TLB (read and write) misses (Count)
system.cpu.mmu.dtb.accesses                         0                       # Total TLB (read and write) accesses (Count)
system.cpu.mmu.dtb.walker.num_4kb_walks             0                       # Completed page walks with 4KB pages (Count)
system.cpu.mmu.dtb.walker.num_64kb_walks            0                       # Completed page walks with 64KB pages (Count)
system.cpu.mmu.dtb.walker.num_2mb_walks             0                       # Completed page walks with 2MB pages (Count)
system.cpu.mmu.dtb.walker.power_state.pwrStateResidencyTicks::UNDEFINED   6885933000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.mmu.itb.readHits                         0                       # read hits (Count)
system.cpu.mmu.itb.readMisses                       0                       # read misses (Count)
system.cpu.mmu.itb.readAccesses                     0                       # read accesses (Count)
system.cpu.mmu.itb.writeHits                        0                       # write hits (Count)
system.cpu.mmu.itb.writeMisses                      0                       # write misses (Count)
system.cpu.mmu.itb.writeAccesses                    0                       # write accesses (Count)
system.cpu.mmu.itb.hits                             0                       # Total TLB (read and write) hits (Count)
system.cpu.mmu.itb.misses                           0                       # Total TLB (read and write) misses (Count)
system.cpu.mmu.itb.accesses                         0                       # Total TLB (read and write) accesses (Count)
system.cpu.mmu.itb.walker.num_4kb_walks             0                       # Completed page walks with 4KB pages (Count)
system.cpu.mmu.itb.walker.num_64kb_walks            0                       # Completed page walks with 64KB pages (Count)
system.cpu.mmu.itb.walker.num_2mb_walks             0                       # Completed page walks with 2MB pages (Count)
system.cpu.mmu.itb.walker.power_state.pwrStateResidencyTicks::UNDEFINED   6885933000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.power_state.pwrStateResidencyTicks::ON   6885933000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.rename.status::Running             3365477     49.47%     49.47% # Number of cycles rename is running (Cycle)
system.cpu.rename.status::Idle                2626619     38.61%     88.09% # Number of cycles rename is idle (Cycle)
system.cpu.rename.status::Squashing            133547      1.96%     90.05% # Number of cycles rename is squashing (Cycle)
system.cpu.rename.status::Blocked              216148      3.18%     93.23% # Number of cycles rename is blocking (Cycle)
system.cpu.rename.status::Unblocking           159910      2.35%     95.58% # Number of cycles rename is unblocking (Cycle)
system.cpu.rename.status::SerializeStall       300849      4.42%    100.00% # Number of cycles rename stalled for serializing inst (Cycle)
system.cpu.rename.renamedInsts               17206996                       # Number of instructions processed by rename (Count)
system.cpu.rename.ROBFullEvents                  1166                       # Number of times rename has blocked due to ROB full (Count)
system.cpu.rename.IQFullEvents                  95330                       # Number of times rename has blocked due to IQ full (Count)
system.cpu.rename.LQFullEvents                  13070                       # Number of times rename has blocked due to LQ full (Count)
system.cpu.rename.SQFullEvents                  27552                       # Number of times rename has blocked due to SQ full (Count)
system.cpu.rename.renamedOperands            13187016                       # Number of destination operands rename has renamed (Count)
system.cpu.rename.lookups                    23211032                       # Number of register rename lookups that rename has made (Count)
system.cpu.rename.intLookups                 18899660                       # Number of integer rename lookups (Count)
system.cpu.rename.fpLookups                   2981203                       # Number of floating rename lookups (Count)
system.cpu.rename.vecLookups                   689415                       # Number of vector rename lookups (Count)
system.cpu.rename.committedMaps               9317888                       # Number of HB maps that are committed (Count)
system.cpu.rename.undoneMaps                  3869128                       # Number of HB maps that are undone due to squashing (Count)
system.cpu.rename.serializing                   12563                       # count of serializing insts renamed (Count)
system.cpu.rename.tempSerializing               12575                       # count of temporary serializing insts renamed (Count)
system.cpu.rename.skidInsts                    311867                       # count of insts added to the skid buffer (Count)
system.cpu.rename.intReturned                 7293632                       # count of registers freed and written back to integer free list (Count)
system.cpu.rename.fpReturned                  1697898                       # count of registers freed and written back to floating point free list (Count)
system.cpu.rob.reads                         22289424                       # The number of ROB reads (Count)
system.cpu.rob.writes                        32747349                       # The number of ROB writes (Count)
system.cpu.thread_0.numInsts                 12027155                       # Number of Instructions committed (Count)
system.cpu.thread_0.numOps                   12150247                       # Number of Ops committed (Count)
system.cpu.thread_0.numMemRefs                3461162                       # Number of Memory References (Count)
system.cpu.workload.numSyscalls                    23                       # Number of system calls (Count)
system.l2bus.transDist::ReadResp                11305                       # Transaction distribution (Count)
system.l2bus.transDist::WritebackDirty           2117                       # Transaction distribution (Count)
system.l2bus.transDist::CleanEvict              11616                       # Transaction distribution (Count)
system.l2bus.transDist::ReadExReq                1429                       # Transaction distribution (Count)
system.l2bus.transDist::ReadExResp               1429                       # Transaction distribution (Count)
system.l2bus.transDist::ReadSharedReq           11305                       # Transaction distribution (Count)
system.l2bus.transDist::InvalidateReq              11                       # Transaction distribution (Count)
system.l2bus.transDist::InvalidateResp             11                       # Transaction distribution (Count)
system.l2bus.pktCount_system.cpu.icache.mem_side_port::system.l2cache.cpu_side_port        20398                       # Packet count per connected requestor and responder (Count)
system.l2bus.pktCount_system.cpu.dcache.mem_side_port::system.l2cache.cpu_side_port        16813                       # Packet count per connected requestor and responder (Count)
system.l2bus.pktCount::total                    37211                       # Packet count per connected requestor and responder (Count)
system.l2bus.pktSize_system.cpu.icache.mem_side_port::system.l2cache.cpu_side_port       446080                       # Cumulative packet size per connected requestor and responder (Byte)
system.l2bus.pktSize_system.cpu.dcache.mem_side_port::system.l2cache.cpu_side_port       490944                       # Cumulative packet size per connected requestor and responder (Byte)
system.l2bus.pktSize::total                    937024                       # Cumulative packet size per connected requestor and responder (Byte)
system.l2bus.snoops                              2012                       # Total snoops (Count)
system.l2bus.snoopTraffic                       13440                       # Total snoop traffic (Byte)
system.l2bus.snoopFanout::samples               14757                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::mean               0.018771                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::stdev              0.135719                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::underflows                0      0.00%      0.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::0                     14480     98.12%     98.12% # Request fanout histogram (Count)
system.l2bus.snoopFanout::1                       277      1.88%    100.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::2                         0      0.00%    100.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::overflows                 0      0.00%    100.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::min_value                 0                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::max_value                 1                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::total                 14757                       # Request fanout histogram (Count)
system.l2bus.power_state.pwrStateResidencyTicks::UNDEFINED   6885933000                       # Cumulative time (in ticks) in various power states (Tick)
system.l2bus.reqLayer0.occupancy             28280000                       # Layer occupancy (ticks) (Tick)
system.l2bus.reqLayer0.utilization                0.0                       # Layer utilization (Ratio)
system.l2bus.respLayer0.occupancy            20914995                       # Layer occupancy (ticks) (Tick)
system.l2bus.respLayer0.utilization               0.0                       # Layer utilization (Ratio)
system.l2bus.respLayer1.occupancy            17303999                       # Layer occupancy (ticks) (Tick)
system.l2bus.respLayer1.utilization               0.0                       # Layer utilization (Ratio)
system.l2bus.snoop_filter.totRequests           24466                       # Total number of requests made to the snoop filter. (Count)
system.l2bus.snoop_filter.hitSingleRequests        11723                       # Number of requests hitting in the snoop filter with a single holder of the requested data. (Count)
system.l2bus.snoop_filter.hitMultiRequests            2                       # Number of requests hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
system.l2bus.snoop_filter.totSnoops               273                       # Total number of snoops made to the snoop filter. (Count)
