
---------- Begin Simulation Statistics ----------
simSeconds                                   0.351829                       # Number of seconds simulated (Second)
simTicks                                 351828847000                       # Number of ticks simulated (Tick)
finalTick                                351828847000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   1370.98                       # Real time elapsed on the host (Second)
hostTickRate                                256625142                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    1212636                       # Number of bytes of host memory used (Byte)
simInsts                                    494267922                       # Number of instructions simulated (Count)
simOps                                      495717421                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   360521                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     361578                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        351828849                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.711818                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.404853                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       574490619                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                  3259259                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      553745321                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                  91059                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             82032456                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          44190982                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                4777                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           351752684                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.574246                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.945054                       # Number of insts issued each cycle (Count)
system.cpu.icache.demandMshrMissLatency::cpu.inst    160444000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.icache.demandMshrMissLatency::total    160444000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.icache.overallMshrMissLatency::cpu.inst    160444000                       # number of overall MSHR miss ticks (Tick)
system.cpu.icache.overallMshrMissLatency::total    160444000                       # number of overall MSHR miss ticks (Tick)
system.cpu.icache.demandMshrMissRate::cpu.inst     0.000016                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.icache.demandMshrMissRate::total     0.000016                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.icache.overallMshrMissRate::cpu.inst     0.000016                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.icache.overallMshrMissRate::total     0.000016                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.icache.demandAvgMshrMissLatency::cpu.inst 98978.408390                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.demandAvgMshrMissLatency::total 98978.408390                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.overallAvgMshrMissLatency::cpu.inst 98978.408390                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.overallAvgMshrMissLatency::total 98978.408390                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.replacements                   1109                       # number of replacements (Count)
system.cpu.icache.ReadReq.hits::cpu.inst    100851980                       # number of ReadReq hits (Count)
system.cpu.icache.ReadReq.hits::total       100851980                       # number of ReadReq hits (Count)
system.cpu.icache.ReadReq.misses::cpu.inst         2065                       # number of ReadReq misses (Count)
system.cpu.icache.ReadReq.misses::total          2065                       # number of ReadReq misses (Count)
system.cpu.icache.ReadReq.missLatency::cpu.inst    195068000                       # number of ReadReq miss ticks (Tick)
system.cpu.icache.ReadReq.missLatency::total    195068000                       # number of ReadReq miss ticks (Tick)
system.cpu.icache.ReadReq.accesses::cpu.inst    100854045                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu.icache.ReadReq.accesses::total    100854045                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu.icache.ReadReq.missRate::cpu.inst     0.000020                       # miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.missRate::total     0.000020                       # miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.avgMissLatency::cpu.inst 94463.922518                       # average ReadReq miss latency ((Tick/Count))
system.cpu.icache.ReadReq.avgMissLatency::total 94463.922518                       # average ReadReq miss latency ((Tick/Count))
system.cpu.icache.ReadReq.mshrHits::cpu.inst          444                       # number of ReadReq MSHR hits (Count)
system.cpu.icache.ReadReq.mshrHits::total          444                       # number of ReadReq MSHR hits (Count)
system.cpu.icache.ReadReq.mshrMisses::cpu.inst         1621                       # number of ReadReq MSHR misses (Count)
system.cpu.icache.ReadReq.mshrMisses::total         1621                       # number of ReadReq MSHR misses (Count)
system.cpu.icache.ReadReq.mshrMissLatency::cpu.inst    160444000                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu.icache.ReadReq.mshrMissLatency::total    160444000                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu.icache.ReadReq.mshrMissRate::cpu.inst     0.000016                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.mshrMissRate::total     0.000016                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.avgMshrMissLatency::cpu.inst 98978.408390                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu.icache.ReadReq.avgMshrMissLatency::total 98978.408390                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu.icache.power_state.pwrStateResidencyTicks::UNDEFINED 351828847000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.icache.tags.tagsInUse           511.892701                       # Average ticks per tags in use ((Tick/Count))
system.cpu.icache.tags.totalRefs            100853601                       # Total number of references to valid blocks. (Count)
system.cpu.icache.tags.sampledRefs               1621                       # Sample count of references to valid blocks. (Count)
system.cpu.icache.tags.avgRefs           62216.903763                       # Average number of references to valid blocks. ((Count/Count))
system.cpu.icache.tags.warmupTick              106000                       # The tick when the warmup percentage was hit. (Tick)
system.cpu.icache.tags.occupancies::cpu.inst   511.892701                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu.icache.tags.avgOccs::cpu.inst     0.999790                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.icache.tags.avgOccs::total        0.999790                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.icache.tags.occupanciesTaskId::1024          512                       # Occupied blocks per task id (Count)
system.cpu.icache.tags.ageTaskId_1024::0           72                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ageTaskId_1024::1           59                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ageTaskId_1024::4          381                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ratioOccsTaskId::1024            1                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu.icache.tags.tagAccesses          403417801                       # Number of tag accesses (Count)
system.cpu.icache.tags.dataAccesses         403417801                       # Number of data accesses (Count)
system.cpu.icache.tags.power_state.pwrStateResidencyTicks::UNDEFINED 351828847000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.iew.dispatchStatus::running      340307984     96.75%     96.75% # Number of cycles dispatch is running (Cycle)
system.cpu.iew.dispatchStatus::blocked        6391308      1.82%     98.56% # Number of cycles dispatch is blocked (Cycle)
system.cpu.iew.dispatchStatus::squashing      3062348      0.87%     99.43% # Number of cycles dispatch is squashing (Cycle)
system.cpu.iew.dispatchStatus::unblocking      1991044      0.57%    100.00% # Number of cycles dispatch is unblocking (Cycle)
system.cpu.iew.dispatchedInsts              577749878                       # Number of instructions dispatched to IQ (Count)
system.cpu.iew.dispSquashedInsts              8060525                       # Number of squashed instructions skipped by dispatch (Count)
system.cpu.iew.dispLoadInsts                143826950                       # Number of dispatched load instructions (Count)
system.cpu.iew.dispStoreInsts                42576237                       # Number of dispatched store instructions (Count)
system.cpu.iew.dispNonSpecInsts               3257307                       # Number of dispatched non-speculative instructions (Count)
system.cpu.iew.iqFullEvents                    172411                       # Number of times the IQ has become full, causing a stall (Count)
system.cpu.iew.lsqFullEvents                  1766432                       # Number of times the LSQ has become full, causing a stall (Count)
system.cpu.iew.memOrderViolationEvents          27570                       # Number of memory order violations (Count)
system.cpu.iew.predictedTakenIncorrect        1547927                       # Number of branches that were predicted taken incorrectly (Count)
system.cpu.iew.predictedNotTakenIncorrect      1593999                       # Number of branches that were predicted not taken incorrectly (Count)
system.cpu.iew.branchMispredicts              3141926                       # Number of branch mispredicts detected at execute (Count)
system.cpu.iew.instsToCommit                543105272                       # Cumulative count of insts sent to commit (Count)
system.cpu.iew.writebackCount               542748503                       # Cumulative count of insts written-back (Count)
system.cpu.iew.producerInst                 313798015                       # Number of instructions producing a value (Count)
system.cpu.iew.consumerInst                 462110327                       # Number of instructions consuming a value (Count)
system.cpu.iew.wbRate                        1.542649                       # Insts written-back per cycle ((Count/Cycle))
system.cpu.iew.wbFanout                      0.679054                       # Average fanout of values written-back ((Count/Count))
system.cpu.lsq0.forwLoads                     2360199                       # Number of loads that had data forwarded from stores (Count)
system.cpu.lsq0.squashedLoads                15167404                       # Number of loads squashed (Count)
system.cpu.lsq0.ignoredResponses                15950                       # Number of memory responses ignored because the instruction is squashed (Count)
system.cpu.lsq0.memOrderViolation               27570                       # Number of memory ordering violations (Count)
system.cpu.lsq0.squashedStores                4906075                       # Number of stores squashed (Count)
system.cpu.lsq0.rescheduledLoads                 1730                       # Number of loads that were rescheduled (Count)
system.cpu.lsq0.blockedByCache                 195932                       # Number of times an access to memory failed due to the cache being blocked (Count)
system.cpu.lsq0.loadToUse::samples          128659546                       # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::mean              4.180239                       # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::stdev             8.976160                       # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::0-9              126888274     98.62%     98.62% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::10-19               358944      0.28%     98.90% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::20-29               469579      0.36%     99.27% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::30-39               144518      0.11%     99.38% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::40-49                73043      0.06%     99.44% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::50-59                31452      0.02%     99.46% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::60-69                23713      0.02%     99.48% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::70-79                42929      0.03%     99.51% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::80-89                92945      0.07%     99.58% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::90-99               313771      0.24%     99.83% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::100-109              76754      0.06%     99.89% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::110-119              14993      0.01%     99.90% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::120-129              52322      0.04%     99.94% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::130-139              14845      0.01%     99.95% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::140-149               9149      0.01%     99.96% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::150-159               4568      0.00%     99.96% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::160-169              14734      0.01%     99.97% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::170-179               3160      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::180-189               1796      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::190-199                954      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::200-209                782      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::210-219                698      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::220-229                764      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::230-239                750      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::240-249                846      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::250-259                768      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::260-269                830      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::270-279                820      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::280-289                804      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::290-299                866      0.00%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::overflows            19175      0.01%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::min_value                2                       # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::max_value              612                       # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::total            128659546                       # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.addedLoadsAndStores         186403187                       # Number of loads and stores written to the Load Store Queue (Count)
system.cpu.lsq0.lqAvgOccupancy                   0.20                       # Average LQ Occupancy (UsedSlots/TotalSlots) (Ratio)
system.cpu.lsq0.sqAvgOccupancy                   0.24                       # Average SQ Occupancy (UsedSlots/TotalSlots) (Ratio)
system.cpu.mmu.dtb.readHits                         0                       # read hits (Count)
system.cpu.mmu.dtb.readMisses                       0                       # read misses (Count)
system.cpu.mmu.dtb.readAccesses                     0                       # read accesses (Count)
system.cpu.mmu.dtb.writeHits                        0                       # write hits (Count)
system.cpu.mmu.dtb.writeMisses                      0                       # write misses (Count)
system.cpu.mmu.dtb.writeAccesses                    0                       # write accesses (Count)
system.cpu.mmu.dtb.hits                             0                       # Total TLB (read and write) hits (Count)
system.cpu.mmu.dtb.misses                           0                       # Total TLB (read and write) misses (Count)
system.cpu.mmu.dtb.accesses                         0                       # Total TLB (read and write) accesses (Count)
system.cpu.mmu.dtb.walker.num_4kb_walks             0                       # Completed page walks with 4KB pages (Count)
system.cpu.mmu.dtb.walker.num_64kb_walks            0                       # Completed page walks with 64KB pages (Count)
system.cpu.mmu.dtb.walker.num_2mb_walks             0                       # Completed page walks with 2MB pages (Count)
system.cpu.mmu.dtb.walker.power_state.pwrStateResidencyTicks::UNDEFINED 351828847000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.mmu.itb.readHits                         0                       # read hits (Count)
system.cpu.mmu.itb.readMisses                       0                       # read misses (Count)
system.cpu.mmu.itb.readAccesses                     0                       # read accesses (Count)
system.cpu.mmu.itb.writeHits                        0                       # write hits (Count)
system.cpu.mmu.itb.writeMisses                      0                       # write misses (Count)
system.cpu.mmu.itb.writeAccesses                    0                       # write accesses (Count)
system.cpu.mmu.itb.hits                             0                       # Total TLB (read and write) hits (Count)
system.cpu.mmu.itb.misses                           0                       # Total TLB (read and write) misses (Count)
system.cpu.mmu.itb.accesses                         0                       # Total TLB (read and write) accesses (Count)
system.cpu.mmu.itb.walker.num_4kb_walks             0                       # Completed page walks with 4KB pages (Count)
system.cpu.mmu.itb.walker.num_64kb_walks            0                       # Completed page walks with 64KB pages (Count)
system.cpu.mmu.itb.walker.num_2mb_walks             0                       # Completed page walks with 2MB pages (Count)
system.cpu.mmu.itb.walker.power_state.pwrStateResidencyTicks::UNDEFINED 351828847000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.power_state.pwrStateResidencyTicks::ON 351828847000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.rename.status::Running           124916139     35.51%     35.51% # Number of cycles rename is running (Cycle)
system.cpu.rename.status::Idle               92991603     26.44%     61.95% # Number of cycles rename is idle (Cycle)
system.cpu.rename.status::Squashing           3062348      0.87%     62.82% # Number of cycles rename is squashing (Cycle)
system.cpu.rename.status::Blocked             9985354      2.84%     65.66% # Number of cycles rename is blocking (Cycle)
system.cpu.rename.status::Unblocking         60832895     17.29%     82.95% # Number of cycles rename is unblocking (Cycle)
system.cpu.rename.status::SerializeStall     59964345     17.05%    100.00% # Number of cycles rename stalled for serializing inst (Cycle)
system.cpu.rename.renamedInsts              597649533                       # Number of instructions processed by rename (Count)
system.cpu.rename.ROBFullEvents                280475                       # Number of times rename has blocked due to ROB full (Count)
system.cpu.rename.IQFullEvents                 854755                       # Number of times rename has blocked due to IQ full (Count)
system.cpu.rename.LQFullEvents                2868102                       # Number of times rename has blocked due to LQ full (Count)
system.cpu.rename.SQFullEvents               52389513                       # Number of times rename has blocked due to SQ full (Count)
system.cpu.rename.renamedOperands           406409109                       # Number of destination operands rename has renamed (Count)
system.cpu.rename.lookups                   863433350                       # Number of register rename lookups that rename has made (Count)
system.cpu.rename.intLookups                761635356                       # Number of integer rename lookups (Count)
system.cpu.rename.fpLookups                  75702412                       # Number of floating rename lookups (Count)
system.cpu.rename.vecLookups                  9449706                       # Number of vector rename lookups (Count)
system.cpu.rename.committedMaps             330372028                       # Number of HB maps that are committed (Count)
system.cpu.rename.undoneMaps                 76037081                       # Number of HB maps that are undone due to squashing (Count)
system.cpu.rename.serializing                 3257397                       # count of serializing insts renamed (Count)
system.cpu.rename.tempSerializing             3257558                       # count of temporary serializing insts renamed (Count)
system.cpu.rename.skidInsts                  33693602                       # count of insts added to the skid buffer (Count)
system.cpu.rename.intReturned               276671360                       # count of registers freed and written back to integer free list (Count)
system.cpu.rename.fpReturned                 46764160                       # count of registers freed and written back to floating point free list (Count)
system.cpu.rob.reads                        903024342                       # The number of ROB reads (Count)
system.cpu.rob.writes                      1158022890                       # The number of ROB writes (Count)
system.cpu.thread_0.numInsts                494267922                       # Number of Instructions committed (Count)
system.cpu.thread_0.numOps                  495717421                       # Number of Ops committed (Count)
system.cpu.thread_0.numMemRefs              166329708                       # Number of Memory References (Count)
system.cpu.workload.numSyscalls                    38                       # Number of system calls (Count)
system.l2bus.transDist::ReadResp               511044                       # Transaction distribution (Count)
system.l2bus.transDist::WritebackDirty        2755884                       # Transaction distribution (Count)
system.l2bus.transDist::CleanEvict             718710                       # Transaction distribution (Count)
system.l2bus.transDist::ReadExReq             1310222                       # Transaction distribution (Count)
system.l2bus.transDist::ReadExResp            1310222                       # Transaction distribution (Count)
system.l2bus.transDist::ReadSharedReq          511045                       # Transaction distribution (Count)
system.l2bus.transDist::InvalidateReq             160                       # Transaction distribution (Count)
system.l2bus.transDist::InvalidateResp            160                       # Transaction distribution (Count)
system.l2bus.pktCount_system.cpu.icache.mem_side_port::system.l2cache.cpu_side_port         4351                       # Packet count per connected requestor and responder (Count)
system.l2bus.pktCount_system.cpu.dcache.mem_side_port::system.l2cache.cpu_side_port      5458904                       # Packet count per connected requestor and responder (Count)
system.l2bus.pktCount::total                  5463255                       # Packet count per connected requestor and responder (Count)
system.l2bus.pktSize_system.cpu.icache.mem_side_port::system.l2cache.cpu_side_port       103744                       # Cumulative packet size per connected requestor and responder (Byte)
system.l2bus.pktSize_system.cpu.dcache.mem_side_port::system.l2cache.cpu_side_port    209596800                       # Cumulative packet size per connected requestor and responder (Byte)
system.l2bus.pktSize::total                 209700544                       # Cumulative packet size per connected requestor and responder (Byte)
system.l2bus.snoops                           1654192                       # Total snoops (Count)
system.l2bus.snoopTraffic                    83237056                       # Total snoop traffic (Byte)
system.l2bus.snoopFanout::samples             3475619                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::mean               0.000616                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::stdev              0.024812                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::underflows                0      0.00%      0.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::0                   3473478     99.94%     99.94% # Request fanout histogram (Count)
system.l2bus.snoopFanout::1                      2141      0.06%    100.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::2                         0      0.00%    100.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::overflows                 0      0.00%    100.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::min_value                 0                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::max_value                 1                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::total               3475619                       # Request fanout histogram (Count)
system.l2bus.power_state.pwrStateResidencyTicks::UNDEFINED 351828847000                       # Cumulative time (in ticks) in various power states (Tick)
system.l2bus.reqLayer0.occupancy           6552439000                       # Layer occupancy (ticks) (Tick)
system.l2bus.reqLayer0.utilization                0.0                       # Layer utilization (Ratio)
system.l2bus.respLayer0.occupancy             4864998                       # Layer occupancy (ticks) (Tick)
system.l2bus.respLayer0.utilization               0.0                       # Layer utilization (Ratio)
system.l2bus.respLayer1.occupancy          5459095000                       # Layer occupancy (ticks) (Tick)
system.l2bus.respLayer1.utilization               0.0                       # Layer utilization (Ratio)
system.l2bus.snoop_filter.totRequests         3641829                       # Total number of requests made to the snoop filter. (Count)
system.l2bus.snoop_filter.hitSingleRequests      1820402                       # Number of requests hitting in the snoop filter with a single holder of the requested data. (Count)
system.l2bus.snoop_filter.hitMultiRequests            4                       # Number of requests hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
system.l2bus.snoop_filter.totSnoops              2137                       # Total number of snoops made to the snoop filter. (Count)
system.l2bus.snoop_filter.hitSingleSnoops         2137                       # Number of snoops hitting in the snoop filter with a single holder of the requested data. (Count)
system.l2bus.snoop_filter.hitMultiSnoops            0                       # Number of snoops hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
system.l2cache.demandHits::cpu.inst                65                       # number of demand (read+write) hits (Count)
system.l2cache.demandHits::cpu.data            164152                       # number of demand (read+write) hits (Count)
system.l2cache.demandHits::total               164217                       # number of demand (read+write) hits (Count)
system.l2cache.overallHits::cpu.inst               65                       # number of overall hits (Count)
system.l2cache.overallHits::cpu.data           164152                       # number of overall hits (Count)
system.l2cache.overallHits::total              164217                       # number of overall hits (Count)
system.l2cache.demandMisses::cpu.inst            1556                       # number of demand (read+write) misses (Count)
system.l2cache.demandMisses::cpu.data         1655494                       # number of demand (read+write) misses (Count)
system.l2cache.demandMisses::total            1657050                       # number of demand (read+write) misses (Count)
system.l2cache.overallMisses::cpu.inst           1556                       # number of overall misses (Count)
system.l2cache.overallMisses::cpu.data        1655494                       # number of overall misses (Count)
system.l2cache.overallMisses::total           1657050                       # number of overall misses (Count)
system.l2cache.demandMissLatency::cpu.inst    154157000                       # number of demand (read+write) miss ticks (Tick)
system.l2cache.demandMissLatency::cpu.data 180831994000                       # number of demand (read+write) miss ticks (Tick)
system.l2cache.demandMissLatency::total  180986151000                       # number of demand (read+write) miss ticks (Tick)
system.l2cache.overallMissLatency::cpu.inst    154157000                       # number of overall miss ticks (Tick)
system.l2cache.overallMissLatency::cpu.data 180831994000                       # number of overall miss ticks (Tick)
system.l2cache.overallMissLatency::total 180986151000                       # number of overall miss ticks (Tick)
system.l2cache.demandAccesses::cpu.inst          1621                       # number of demand (read+write) accesses (Count)
system.l2cache.demandAccesses::cpu.data       1819646                       # number of demand (read+write) accesses (Count)
system.l2cache.demandAccesses::total          1821267                       # number of demand (read+write) accesses (Count)
system.l2cache.overallAccesses::cpu.inst         1621                       # number of overall (read+write) accesses (Count)
system.l2cache.overallAccesses::cpu.data      1819646                       # number of overall (read+write) accesses (Count)
system.l2cache.overallAccesses::total         1821267                       # number of overall (read+write) accesses (Count)
system.l2cache.demandMissRate::cpu.inst      0.959901                       # miss rate for demand accesses (Ratio)
system.l2cache.demandMissRate::cpu.data      0.909789                       # miss rate for demand accesses (Ratio)
system.l2cache.demandMissRate::total         0.909834                       # miss rate for demand accesses (Ratio)
system.l2cache.overallMissRate::cpu.inst     0.959901                       # miss rate for overall accesses (Ratio)
system.l2cache.overallMissRate::cpu.data     0.909789                       # miss rate for overall accesses (Ratio)
system.l2cache.overallMissRate::total        0.909834                       # miss rate for overall accesses (Ratio)
system.l2cache.demandAvgMissLatency::cpu.inst 99072.622108                       # average overall miss latency in ticks ((Tick/Count))
system.l2cache.demandAvgMissLatency::cpu.data 109231.440283                       # average overall miss latency in ticks ((Tick/Count))
system.l2cache.demandAvgMissLatency::total 109221.900969                       # average overall miss latency in ticks ((Tick/Count))
system.l2cache.overallAvgMissLatency::cpu.inst 99072.622108                       # average overall miss latency ((Tick/Count))
system.l2cache.overallAvgMissLatency::cpu.data 109231.440283                       # average overall miss latency ((Tick/Count))
system.l2cache.overallAvgMissLatency::total 109221.900969                       # average overall miss latency ((Tick/Count))
system.l2cache.blockedCycles::no_mshrs              0                       # number of cycles access was blocked (Cycle)
system.l2cache.blockedCycles::no_wbuffers            0                       # number of cycles access was blocked (Cycle)
system.l2cache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.l2cache.blockedCauses::no_mshrs              0                       # number of times access was blocked (Count)
system.l2cache.blockedCauses::no_wbuffers            0                       # number of times access was blocked (Count)
system.l2cache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.l2cache.avgBlocked::no_mshrs               nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l2cache.avgBlocked::no_wbuffers            nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l2cache.avgBlocked::no_targets             nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l2cache.writebacks::writebacks         1300579                       # number of writebacks (Count)
system.l2cache.writebacks::total              1300579                       # number of writebacks (Count)
system.l2cache.demandMshrMisses::cpu.inst         1556                       # number of demand (read+write) MSHR misses (Count)
system.l2cache.demandMshrMisses::cpu.data      1655494                       # number of demand (read+write) MSHR misses (Count)
system.l2cache.demandMshrMisses::total        1657050                       # number of demand (read+write) MSHR misses (Count)
system.l2cache.overallMshrMisses::cpu.inst         1556                       # number of overall MSHR misses (Count)
system.l2cache.overallMshrMisses::cpu.data      1655494                       # number of overall MSHR misses (Count)
system.l2cache.overallMshrMisses::total       1657050                       # number of overall MSHR misses (Count)
system.l2cache.demandMshrMissLatency::cpu.inst    123037000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2cache.demandMshrMissLatency::cpu.data 147722134000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2cache.demandMshrMissLatency::total 147845171000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2cache.overallMshrMissLatency::cpu.inst    123037000                       # number of overall MSHR miss ticks (Tick)
system.l2cache.overallMshrMissLatency::cpu.data 147722134000                       # number of overall MSHR miss ticks (Tick)
